Time,Message
251850.9382353,b'Frame Received\r\n'
251851.0380476,b'Frame Received\r\n'
251851.1352599,b'Frame Received\r\n'
251851.2376452,b'Frame Received\r\n'
251851.3379217,b'Frame Received\r\n'
251851.437993,b'Frame Received\r\n'
251851.535646,b'Frame Received\r\n'
251851.6381297,b'Frame Received\r\n'
251851.7363914,b'Frame Received\r\n'
251851.836483,b'Frame Received\r\n'
251851.9382023,b'Frame Received\r\n'
251852.0381606,b'Frame Received\r\n'
251852.1355555,b'Frame Received\r\n'
251852.2375789,b'Frame Received\r\n'
251852.3360461,b'Frame Received\r\n'
251852.436255,b'Frame Received\r\n'
251852.5381611,b'Frame Received\r\n'
251852.6373603,b'Frame Received\r\n'
251852.7364758,b'Frame Received\r\n'
251852.8372898,b'Frame Received\r\n'
251852.9380736,b'Frame Received\r\n'
251853.0382091,b'Frame Received\r\n'
251853.1353111,b'Frame Received\r\n'
251853.2370878,b'Frame Received\r\n'
251853.337781,b'Frame Received\r\n'
251853.4378803,b'Frame Received\r\n'
251853.5381292,b'Frame Received\r\n'
251853.6355342,b'Frame Received\r\n'
251853.7380202,b'Frame Received\r\n'
251853.8380013,b'Frame Received\r\n'
251853.9378596,b'Frame Received\r\n'
251854.0383124,b'Frame Received\r\n'
251854.1357787,b'Frame Received\r\n'
251854.2364089,b'Frame Received\r\n'
251854.335829,b'Frame Received\r\n'
251854.4371868,b'Frame Received\r\n'
251854.5362702,b'Frame Received\r\n'
251854.6378778,b'Frame Received\r\n'
251854.7385013,b'Frame Received\r\n'
251854.8380221,b'Frame Received\r\n'
251854.9382015,b'Frame Received\r\n'
251855.0382926,b'Frame Received\r\n'
251855.1360796,b'Frame Received\r\n'
251855.2379569,b'Frame Received\r\n'
251855.3381918,b'Frame Received\r\n'
251855.435945,b'Frame Received\r\n'
251855.538172,b'Frame Received\r\n'
251855.638252,b'Frame Received\r\n'
251855.7363387,b'Frame Received\r\n'
251855.8382098,b'Frame Received\r\n'
251855.9382257,b'Frame Received\r\n'
251856.0365244,b'Frame Received\r\n'
251856.1379031,b'Frame Received\r\n'
251856.2376448,b'Frame Received\r\n'
251856.3376914,b'Frame Received\r\n'
251856.435773,b'Frame Received\r\n'
251856.5379355,b'Frame Received\r\n'
251856.638022,b'Frame Received\r\n'
251856.7365262,b'Frame Received\r\n'
251856.8382976,b'Frame Received\r\n'
251856.9375905,b'Frame Received\r\n'
251857.0378576,b'Frame Received\r\n'
251857.1370743,b'Frame Received\r\n'
251857.237688,b'Frame Received\r\n'
251857.3364588,b'Frame Received\r\n'
251857.4354298,b'Frame Received\r\n'
251857.5381656,b'Frame Received\r\n'
251857.6380122,b'Frame Received\r\n'
251857.7368661,b'Frame Received\r\n'
251857.8356541,b'Frame Received\r\n'
251857.9379479,b'Frame Received\r\n'
251858.0379744,b'Frame Received\r\n'
251858.136296,b'Frame Received\r\n'
251858.2373792,b'Frame Received\r\n'
251858.3378102,b'Frame Received\r\n'
251858.437143,b'Frame Received\r\n'
251858.5379828,b'Frame Received\r\n'
251858.637957,b'Frame Received\r\n'
251858.7382316,b'Frame Received\r\n'
251858.8355747,b'Frame Received\r\n'
251858.9381624,b'Frame Received\r\n'
251859.0356725,b'Frame Received\r\n'
251859.1377932,b'Frame Received\r\n'
251859.2350426,b'Frame Received\r\n'
251859.3359505,b'Frame Received\r\n'
251859.4378417,b'Frame Received\r\n'
251859.5378652,b'Frame Received\r\n'
251859.6370698,b'Frame Received\r\n'
251859.7378713,b'Frame Received\r\n'
251859.8367455,b'Frame Received\r\n'
251859.9379739,b'Frame Received\r\n'
251860.0378816,b'Frame Received\r\n'
251860.1370743,b'Frame Received\r\n'
251860.2350907,b'Frame Received\r\n'
251860.3379996,b'Frame Received\r\n'
251860.437436,b'Frame Received\r\n'
251860.5376861,b'Frame Received\r\n'
251860.6382314,b'Frame Received\r\n'
251860.7376542,b'Frame Received\r\n'
251860.8378369,b'Frame Received\r\n'
251860.9373246,b'Frame Received\r\n'
251861.0378983,b'Frame Received\r\n'
251861.1378553,b'Frame Received\r\n'
251861.2350664,b'Frame Received\r\n'
251861.3379003,b'Frame Received\r\n'
251861.4354262,b'Frame Received\r\n'
251861.5380424,b'Frame Received\r\n'
251861.6361588,b'Frame Received\r\n'
251861.7362708,b'Frame Received\r\n'
251861.837722,b'Frame Received\r\n'
251861.9377789,b'Frame Received\r\n'
251862.0363332,b'Frame Received\r\n'
251862.1379554,b'Frame Received\r\n'
251862.2353581,b'Frame Received\r\n'
251862.3379411,b'Frame Received\r\n'
251862.4382224,b'Frame Received\r\n'
251862.5377788,b'Frame Received\r\n'
251862.6357208,b'Frame Received\r\n'
251862.7376164,b'Frame Received\r\n'
251862.8370662,b'Frame Received\r\n'
251862.9379079,b'Frame Received\r\n'
251863.03768,b'Frame Received\r\n'
251863.1379583,b'Frame Received\r\n'
251863.2378243,b'Frame Received\r\n'
251863.3360485,b'Frame Received\r\n'
251863.4377935,b'Frame Received\r\n'
251863.5379658,b'Frame Received\r\n'
251863.6379392,b'Frame Received\r\n'
251863.7380104,b'Frame Received\r\n'
251863.837896,b'Frame Received\r\n'
251863.9370837,b'Frame Received\r\n'
251864.0353322,b'Frame Received\r\n'
251864.1356083,b'Frame Received\r\n'
251864.2377625,b'Frame Received\r\n'
251864.3369965,b'Frame Received\r\n'
251864.4379051,b'Frame Received\r\n'
251864.5363782,b'Frame Received\r\n'
251864.6373055,b'Frame Received\r\n'
251864.7378235,b'Frame Received\r\n'
251864.8361025,b'Frame Received\r\n'
251864.9381467,b'Frame Received\r\n'
251865.0361771,b'Frame Received\r\n'
251865.1348424,b'Frame Received\r\n'
251865.2376946,b'Frame Received\r\n'
251865.3357489,b'Frame Received\r\n'
251865.4375097,b'Frame Received\r\n'
251865.5365878,b'Frame Received\r\n'
251865.6376356,b'Frame Received\r\n'
251865.7377476,b'Frame Received\r\n'
251865.8378052,b'Frame Received\r\n'
251865.9371235,b'Frame Received\r\n'
251866.0378196,b'Frame Received\r\n'
251866.137771,b'Frame Received\r\n'
251866.2377478,b'Frame Received\r\n'
251866.3372494,b'Frame Received\r\n'
251866.4375712,b'Frame Received\r\n'
251866.537785,b'Frame Received\r\n'
251866.6356309,b'Frame Received\r\n'
251866.7362269,b'Frame Received\r\n'
251866.8378145,b'Frame Received\r\n'
251866.9371781,b'Frame Received\r\n'
251867.0356763,b'Frame Received\r\n'
251867.1380605,b'Frame Received\r\n'
251867.2354536,b'Frame Received\r\n'
251867.3368959,b'Frame Received\r\n'
251867.4379507,b'Frame Received\r\n'
251867.537934,b'Frame Received\r\n'
251867.6359458,b'Frame Received\r\n'
251867.7377557,b'Frame Received\r\n'
251867.8379012,b'Frame Received\r\n'
251867.9368101,b'Frame Received\r\n'
251868.0377626,b'Frame Received\r\n'
251868.1378464,b'Frame Received\r\n'
251868.2366157,b'Frame Received\r\n'
251868.3350118,b'Frame Received\r\n'
251868.4348829,b'Frame Received\r\n'
251868.5354358,b'Frame Received\r\n'
251868.6351813,b'Frame Received\r\n'
251868.735297,b'Frame Received\r\n'
251868.8377734,b'Frame Received\r\n'
251868.9376776,b'Frame Received\r\n'
251869.0357471,b'Frame Received\r\n'
251869.1350552,b'Frame Received\r\n'
251869.235984,b'Frame Received\r\n'
251869.335028,b'Frame Received\r\n'
251869.4374586,b'Frame Received\r\n'
251869.5360105,b'Frame Received\r\n'
251869.63747,b'Frame Received\r\n'
251869.7358959,b'Frame Received\r\n'
251869.8375974,b'Frame Received\r\n'
251869.9372342,b'Frame Received\r\n'
251870.0376393,b'Frame Received\r\n'
251870.1353782,b'Frame Received\r\n'
251870.2362261,b'Frame Received\r\n'
251870.3354474,b'Frame Received\r\n'
251870.4359269,b'Frame Received\r\n'
251870.5378738,b'Frame Received\r\n'
251870.6375837,b'Frame Received\r\n'
251870.7358116,b'Frame Received\r\n'
251870.838005,b'Frame Received\r\n'
251870.9365789,b'Frame Received\r\n'
251871.0360243,b'Frame Received\r\n'
251871.1376466,b'Frame Received\r\n'
251871.2363717,b'Frame Received\r\n'
251871.335081,b'Frame Received\r\n'
251871.4379013,b'Frame Received\r\n'
251871.5379941,b'Frame Received\r\n'
251871.6380372,b'Frame Received\r\n'
251871.7353146,b'Frame Received\r\n'
251871.8352379,b'Frame Received\r\n'
251871.9377594,b'Frame Received\r\n'
251872.035703,b'Frame Received\r\n'
251872.1380378,b'Frame Received\r\n'
251872.2357417,b'Frame Received\r\n'
251872.3359282,b'Frame Received\r\n'
251872.4354835,b'Frame Received\r\n'
251872.5376036,b'Frame Received\r\n'
251872.637774,b'Frame Received\r\n'
251872.737867,b'Frame Received\r\n'
251872.8378367,b'Frame Received\r\n'
251872.9377333,b'Frame Received\r\n'
251873.0378147,b'Frame Received\r\n'
251873.1378407,b'Frame Received\r\n'
251873.2380291,b'Frame Received\r\n'
251873.3382316,b'Frame Received\r\n'
251873.4352358,b'Frame Received\r\n'
251873.5375326,b'Frame Received\r\n'
251873.6377784,b'Frame Received\r\n'
251873.7379635,b'Frame Received\r\n'
251873.8356894,b'Frame Received\r\n'
251873.9377217,b'Frame Received\r\n'
251874.0376893,b'Frame Received\r\n'
251874.1367637,b'Frame Received\r\n'
251874.2381077,b'Frame Received\r\n'
251874.3381256,b'Frame Received\r\n'
251874.4350714,b'Frame Received\r\n'
251874.537094,b'Frame Received\r\n'
251874.6378975,b'Frame Received\r\n'
251874.7382605,b'Frame Received\r\n'
251874.8378222,b'Frame Received\r\n'
251874.937742,b'Frame Received\r\n'
251875.0376987,b'Frame Received\r\n'
251875.1376901,b'Frame Received\r\n'
251875.2355989,b'Frame Received\r\n'
251875.3374256,b'Frame Received\r\n'
251875.4368698,b'Frame Received\r\n'
251875.5377301,b'Frame Received\r\n'
251875.6378073,b'Frame Received\r\n'
251875.7368603,b'Frame Received\r\n'
251875.8376936,b'Frame Received\r\n'
251875.9378682,b'Frame Received\r\n'
251876.038103,b'Frame Received\r\n'
251876.1373755,b'Frame Received\r\n'
251876.2374094,b'Frame Received\r\n'
251876.3358138,b'Frame Received\r\n'
251876.4347148,b'Frame Received\r\n'
251876.5377607,b'Frame Received\r\n'
251876.6377161,b'Frame Received\r\n'
251876.7366866,b'Frame Received\r\n'
251876.8358036,b'Frame Received\r\n'
251876.9377603,b'Frame Received\r\n'
251877.035034,b'Frame Received\r\n'
251877.1375546,b'Frame Received\r\n'
251877.2376396,b'Frame Received\r\n'
251877.3352843,b'Frame Received\r\n'
251877.4347211,b'Frame Received\r\n'
251877.5372327,b'Frame Received\r\n'
251877.635723,b'Frame Received\r\n'
251877.735979,b'Frame Received\r\n'
251877.8376173,b'Frame Received\r\n'
251877.936577,b'Frame Received\r\n'
251878.0377561,b'Frame Received\r\n'
251878.1376945,b'Frame Received\r\n'
251878.2375375,b'Frame Received\r\n'
251878.3353587,b'Frame Received\r\n'
251878.4348906,b'Frame Received\r\n'
251878.5354092,b'Frame Received\r\n'
251878.6360874,b'Frame Received\r\n'
251878.7366498,b'Frame Received\r\n'
251878.8356982,b'Frame Received\r\n'
251878.9369612,b'Frame Received\r\n'
251879.0356969,b'Frame Received\r\n'
251879.1357848,b'Frame Received\r\n'
251879.2380369,b'Frame Received\r\n'
251879.3377617,b'Frame Received\r\n'
251879.437931,b'Frame Received\r\n'
251879.5349415,b'Frame Received\r\n'
251879.6352484,b'Frame Received\r\n'
251879.7374138,b'Frame Received\r\n'
251879.8376736,b'Frame Received\r\n'
251879.9376193,b'Frame Received\r\n'
251880.0378938,b'Frame Received\r\n'
251880.1380396,b'Frame Received\r\n'
251880.2378358,b'Frame Received\r\n'
251880.3372333,b'Frame Received\r\n'
251880.436053,b'Frame Received\r\n'
251880.5377164,b'Frame Received\r\n'
251880.6375409,b'Frame Received\r\n'
251880.7375936,b'Frame Received\r\n'
251880.8352024,b'Frame Received\r\n'
251880.9373512,b'Frame Received\r\n'
251881.0377522,b'Frame Received\r\n'
251881.1376999,b'Frame Received\r\n'
251881.2376795,b'Frame Received\r\n'
251881.3356563,b'Frame Received\r\n'
251881.437709,b'Frame Received\r\n'
251881.5371255,b'Frame Received\r\n'
251881.6375281,b'Frame Received\r\n'
251881.7356029,b'Frame Received\r\n'
251881.8358357,b'Frame Received\r\n'
251881.9377699,b'Frame Received\r\n'
251882.0367714,b'Frame Received\r\n'
251882.1359229,b'Frame Received\r\n'
251882.2356098,b'Frame Received\r\n'
251882.3377065,b'Frame Received\r\n'
251882.4377458,b'Frame Received\r\n'
251882.5377343,b'Frame Received\r\n'
251882.6351274,b'Frame Received\r\n'
251882.735269,b'Frame Received\r\n'
251882.8377638,b'Frame Received\r\n'
251882.9352919,b'Frame Received\r\n'
251883.0379322,b'Frame Received\r\n'
251883.1352976,b'Frame Received\r\n'
251883.2359407,b'Frame Received\r\n'
251883.3352792,b'Frame Received\r\n'
251883.4376708,b'Frame Received\r\n'
251883.5371262,b'Frame Received\r\n'
251883.6371682,b'Frame Received\r\n'
251883.7377963,b'Frame Received\r\n'
251883.8377775,b'Frame Received\r\n'
251883.9382022,b'Frame Received\r\n'
251884.037353,b'Frame Received\r\n'
251884.137195,b'Frame Received\r\n'
251884.2374094,b'Frame Received\r\n'
251884.335099,b'Frame Received\r\n'
251884.4359086,b'Frame Received\r\n'
251884.5365293,b'Frame Received\r\n'
251884.6354622,b'Frame Received\r\n'
251884.7365199,b'Frame Received\r\n'
251884.8351432,b'Frame Received\r\n'
251884.9375665,b'Frame Received\r\n'
251885.0375117,b'Frame Received\r\n'
251885.1368718,b'Frame Received\r\n'
251885.2380745,b'Frame Received\r\n'
251885.3376168,b'Frame Received\r\n'
251885.4376604,b'Frame Received\r\n'
251885.5345643,b'Frame Received\r\n'
251885.6375371,b'Frame Received\r\n'
251885.7376585,b'Frame Received\r\n'
251885.8360817,b'Frame Received\r\n'
251885.9361009,b'Frame Received\r\n'
251886.0380534,b'Frame Received\r\n'
251886.1377444,b'Frame Received\r\n'
251886.2362821,b'Frame Received\r\n'
251886.3372786,b'Frame Received\r\n'
251886.4349209,b'Frame Received\r\n'
251886.5368242,b'Frame Received\r\n'
251886.6350365,b'Frame Received\r\n'
251886.7367015,b'Frame Received\r\n'
251886.8360671,b'Frame Received\r\n'
251886.9375795,b'Frame Received\r\n'
251887.0377137,b'Frame Received\r\n'
251887.1370493,b'Frame Received\r\n'
251887.2360751,b'Frame Received\r\n'
251887.3374156,b'Frame Received\r\n'
251887.4369102,b'Frame Received\r\n'
251887.534498,b'Frame Received\r\n'
251887.6360896,b'Frame Received\r\n'
251887.7362126,b'Frame Received\r\n'
251887.8372562,b'Frame Received\r\n'
251887.937317,b'Frame Received\r\n'
251888.0369074,b'Frame Received\r\n'
251888.137075,b'Frame Received\r\n'
251888.2369139,b'Frame Received\r\n'
251888.3356167,b'Frame Received\r\n'
251888.4369469,b'Frame Received\r\n'
251888.5344602,b'Frame Received\r\n'
251888.636709,b'Frame Received\r\n'
251888.7359238,b'Frame Received\r\n'
251888.8360163,b'Frame Received\r\n'
251888.9366373,b'Frame Received\r\n'
251889.0369917,b'Frame Received\r\n'
251889.1366445,b'Frame Received\r\n'
251889.237045,b'Frame Received\r\n'
251889.3352418,b'Frame Received\r\n'
251889.4367513,b'Frame Received\r\n'
251889.5351035,b'Frame Received\r\n'
251889.636637,b'Frame Received\r\n'
251889.7366553,b'Frame Received\r\n'
251889.8364545,b'Frame Received\r\n'
251889.936785,b'Frame Received\r\n'
251890.0363054,b'Frame Received\r\n'
251890.1359552,b'Frame Received\r\n'
251890.2361594,b'Frame Received\r\n'
251890.3365207,b'Frame Received\r\n'
251890.4365925,b'Frame Received\r\n'
251890.5345598,b'Frame Received\r\n'
251890.6358203,b'Frame Received\r\n'
251890.7362442,b'Frame Received\r\n'
251890.8358622,b'Frame Received\r\n'
251890.9363514,b'Frame Received\r\n'
251891.0363586,b'Frame Received\r\n'
251891.1353064,b'Frame Received\r\n'
251891.2361647,b'Frame Received\r\n'
251891.3360646,b'Frame Received\r\n'
251891.4363401,b'Frame Received\r\n'
251891.5350792,b'Frame Received\r\n'
251891.6357441,b'Frame Received\r\n'
251891.7359143,b'Frame Received\r\n'
251891.8354738,b'Frame Received\r\n'
251891.9356659,b'Frame Received\r\n'
251892.0359554,b'Frame Received\r\n'
251892.1355745,b'Frame Received\r\n'
251892.2354021,b'Frame Received\r\n'
251892.3359424,b'Frame Received\r\n'
251892.4360534,b'Frame Received\r\n'
251892.5352365,b'Frame Received\r\n'
251892.6346383,b'Frame Received\r\n'
251892.7350656,b'Frame Received\r\n'
251892.8352126,b'Frame Received\r\n'
251892.9355715,b'Frame Received\r\n'
251893.0356232,b'Frame Received\r\n'
251893.135714,b'Frame Received\r\n'
251893.2355362,b'Frame Received\r\n'
251893.33544,b'Frame Received\r\n'
251893.4352747,b'Frame Received\r\n'
251893.5349949,b'Frame Received\r\n'
251893.6348807,b'Frame Received\r\n'
251893.7351037,b'Frame Received\r\n'
251893.8354828,b'Frame Received\r\n'
251893.9352718,b'Frame Received\r\n'
251894.0353046,b'Frame Received\r\n'
251894.1354615,b'Frame Received\r\n'
251894.2359825,b'Frame Received\r\n'
251894.335808,b'Frame Received\r\n'
251894.4351677,b'Frame Received\r\n'
251894.5352302,b'Frame Received\r\n'
251894.6367698,b'Frame Received\r\n'
251894.7352762,b'Frame Received\r\n'
251894.8352685,b'Frame Received\r\n'
251894.9353714,b'Frame Received\r\n'
251895.0353382,b'Frame Received\r\n'
251895.1355812,b'Frame Received\r\n'
251895.2348615,b'Frame Received\r\n'
251895.3375056,b'Frame Received\r\n'
251895.4377405,b'Frame Received\r\n'
251895.5372546,b'Frame Received\r\n'
251895.6349478,b'Frame Received\r\n'
251895.7354986,b'Frame Received\r\n'
251895.8367645,b'Frame Received\r\n'
251895.9352273,b'Frame Received\r\n'
251896.037238,b'Frame Received\r\n'
251896.1355131,b'Frame Received\r\n'
251896.2372937,b'Frame Received\r\n'
251896.3371409,b'Frame Received\r\n'
251896.4372269,b'Frame Received\r\n'
251896.5371827,b'Frame Received\r\n'
251896.6368164,b'Frame Received\r\n'
251896.7375257,b'Frame Received\r\n'
251896.8357458,b'Frame Received\r\n'
251896.9365143,b'Frame Received\r\n'
251897.0371257,b'Frame Received\r\n'
251897.1354135,b'Frame Received\r\n'
251897.2354766,b'Frame Received\r\n'
251897.335453,b'Frame Received\r\n'
251897.437123,b'Frame Received\r\n'
251897.5355065,b'Frame Received\r\n'
251897.6342083,b'Frame Received\r\n'
251897.7373957,b'Frame Received\r\n'
251897.8353744,b'Frame Received\r\n'
251897.9369241,b'Frame Received\r\n'
251898.037185,b'Frame Received\r\n'
251898.1356053,b'Frame Received\r\n'
251898.2356901,b'Frame Received\r\n'
251898.3372406,b'Frame Received\r\n'
251898.437116,b'Frame Received\r\n'
251898.5356285,b'Frame Received\r\n'
251898.634356,b'Frame Received\r\n'
251898.7372281,b'Frame Received\r\n'
251898.8350014,b'Frame Received\r\n'
251898.9373286,b'Frame Received\r\n'
251899.0373661,b'Frame Received\r\n'
251899.1369783,b'Frame Received\r\n'
251899.2369864,b'Frame Received\r\n'
251899.3371122,b'Frame Received\r\n'
251899.4353837,b'Frame Received\r\n'
251899.5355155,b'Frame Received\r\n'
251899.6342521,b'Frame Received\r\n'
251899.7368861,b'Frame Received\r\n'
251899.835017,b'Frame Received\r\n'
251899.934755,b'Frame Received\r\n'
251900.0371267,b'Frame Received\r\n'
251900.1370283,b'Frame Received\r\n'
251900.2370153,b'Frame Received\r\n'
251900.3369736,b'Frame Received\r\n'
251900.4371964,b'Frame Received\r\n'
251900.5370889,b'Frame Received\r\n'
251900.6342048,b'Frame Received\r\n'
251900.7369564,b'Frame Received\r\n'
251900.835252,b'Frame Received\r\n'
251900.9368882,b'Frame Received\r\n'
251901.0368447,b'Frame Received\r\n'
251901.1370075,b'Frame Received\r\n'
251901.2369998,b'Frame Received\r\n'
251901.3371283,b'Frame Received\r\n'
251901.4375414,b'Frame Received\r\n'
251901.537057,b'Frame Received\r\n'
251901.634239,b'Frame Received\r\n'
251901.7372231,b'Frame Received\r\n'
251901.8349844,b'Frame Received\r\n'
251901.9354735,b'Frame Received\r\n'
251902.0369635,b'Frame Received\r\n'
251902.1355014,b'Frame Received\r\n'
251902.2352509,b'Frame Received\r\n'
251902.3368809,b'Frame Received\r\n'
251902.4370234,b'Frame Received\r\n'
251902.5356339,b'Frame Received\r\n'
251902.634471,b'Frame Received\r\n'
251902.7370267,b'Frame Received\r\n'
251902.8361847,b'Frame Received\r\n'
251902.9369884,b'Frame Received\r\n'
251903.037068,b'Frame Received\r\n'
251903.1370789,b'Frame Received\r\n'
251903.2370623,b'Frame Received\r\n'
251903.3360237,b'Frame Received\r\n'
251903.4369882,b'Frame Received\r\n'
251903.5353426,b'Frame Received\r\n'
251903.6346964,b'Frame Received\r\n'
251903.7354034,b'Frame Received\r\n'
251903.8358677,b'Frame Received\r\n'
251903.9350697,b'Frame Received\r\n'
251904.0360949,b'Frame Received\r\n'
251904.1368495,b'Frame Received\r\n'
251904.2368307,b'Frame Received\r\n'
251904.3353575,b'Frame Received\r\n'
251904.437395,b'Frame Received\r\n'
251904.534882,b'Frame Received\r\n'
251904.6349778,b'Frame Received\r\n'
251904.7368291,b'Frame Received\r\n'
251904.8353462,b'Frame Received\r\n'
251904.9372973,b'Frame Received\r\n'
251905.037029,b'Frame Received\r\n'
251905.1370528,b'Frame Received\r\n'
251905.23692,b'Frame Received\r\n'
251905.3370841,b'Frame Received\r\n'
251905.4351166,b'Frame Received\r\n'
251905.537131,b'Frame Received\r\n'
251905.6370267,b'Frame Received\r\n'
251905.7368477,b'Frame Received\r\n'
251905.8371745,b'Frame Received\r\n'
251905.9347619,b'Frame Received\r\n'
251906.0367489,b'Frame Received\r\n'
251906.1370666,b'Frame Received\r\n'
251906.2354553,b'Frame Received\r\n'
251906.3369045,b'Frame Received\r\n'
251906.4352485,b'Frame Received\r\n'
251906.5369456,b'Frame Received\r\n'
251906.6370578,b'Frame Received\r\n'
251906.7371361,b'Frame Received\r\n'
251906.8372413,b'Frame Received\r\n'
251906.9369152,b'Frame Received\r\n'
251907.0372626,b'Frame Received\r\n'
251907.1351709,b'Frame Received\r\n'
251907.2370035,b'Frame Received\r\n'
251907.3371052,b'Frame Received\r\n'
251907.437101,b'Frame Received\r\n'
251907.5370534,b'Frame Received\r\n'
251907.6366613,b'Frame Received\r\n'
251907.7340944,b'Frame Received\r\n'
251907.8340372,b'Frame Received\r\n'
251907.9366944,b'Frame Received\r\n'
251908.0363463,b'Frame Received\r\n'
251908.1368386,b'Frame Received\r\n'
251908.2369147,b'Frame Received\r\n'
251908.3348178,b'Frame Received\r\n'
251908.4358777,b'Frame Received\r\n'
251908.5372779,b'Frame Received\r\n'
251908.6352652,b'Frame Received\r\n'
251908.7363474,b'Frame Received\r\n'
251908.8350002,b'Frame Received\r\n'
251908.9370598,b'Frame Received\r\n'
251909.0347958,b'Frame Received\r\n'
251909.1341856,b'Frame Received\r\n'
251909.236799,b'Frame Received\r\n'
251909.334676,b'Frame Received\r\n'
251909.4370456,b'Frame Received\r\n'
251909.5370239,b'Frame Received\r\n'
251909.636922,b'Frame Received\r\n'
251909.7344479,b'Frame Received\r\n'
251909.8361123,b'Frame Received\r\n'
251909.9368536,b'Frame Received\r\n'
251910.0350778,b'Frame Received\r\n'
251910.1365112,b'Frame Received\r\n'
251910.2369629,b'Frame Received\r\n'
251910.3362883,b'Frame Received\r\n'
251910.4366717,b'Frame Received\r\n'
251910.5360049,b'Frame Received\r\n'
251910.6369796,b'Frame Received\r\n'
251910.7342351,b'Frame Received\r\n'
251910.8372879,b'Frame Received\r\n'
251911.0183942,b'Frame Received\r\n'
